Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
32,63,41,2018-01-18,PHI,@,BOS,W 89-80,*,34:55,10,19,.526,0,1,.000,10,18,.556,.526,6,7,.857,3,13,16,6,1,2,4,4,26,23.3,10
33,64,42,2018-01-20,PHI,,MIL,W 116-94,*,32:26,11,19,.579,2,5,.400,9,14,.643,.632,5,6,.833,0,9,9,1,1,2,5,2,29,19.7,16
34,65,43,2018-01-22,PHI,@,MEM,L 101-105,*,31:49,5,13,.385,0,2,.000,5,11,.455,.385,5,9,.556,5,9,14,1,0,0,4,4,15,7.6,-5
35,66,44,2018-01-24,PHI,,CHI,W 115-101,*,31:38,10,17,.588,1,2,.500,9,15,.600,.618,1,1,1.000,0,5,5,3,0,2,3,3,22,14.9,9
36,67,45,2018-01-26,PHI,@,SAS,W 97-78,*,29:20,6,15,.400,1,2,.500,5,13,.385,.433,5,8,.625,3,10,13,3,1,0,0,3,18,15.7,21
37,68,46,2018-01-28,PHI,@,OKC,L 112-122,*,35:32,10,16,.625,3,4,.750,7,12,.583,.719,4,5,.800,3,7,10,2,0,2,5,4,27,19.8,10
37,,47,2018-01-29,PHI,@,MIL,L 95-107,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
38,69,48,2018-01-31,PHI,@,BRK,L 108-116,*,35:45,8,19,.421,1,5,.200,7,14,.500,.447,12,14,.857,1,13,14,2,0,1,3,4,29,20.2,9
39,70,49,2018-02-02,PHI,,MIA,W 103-97,*,31:08,7,17,.412,0,4,.000,7,13,.538,.412,3,4,.750,2,9,11,4,0,3,6,5,17,8.5,11
40,71,50,2018-02-03,PHI,@,IND,L 92-100,*,33:37,9,19,.474,0,4,.000,9,15,.600,.474,6,9,.667,4,6,10,3,2,1,7,1,24,15.1,-20
41,72,51,2018-02-06,PHI,,WAS,W 115-102,*,32:12,10,21,.476,3,7,.429,7,14,.500,.548,4,5,.800,1,12,13,3,0,3,1,2,27,22.6,16
42,73,52,2018-02-09,PHI,,NOP,W 100-82,*,23:53,11,18,.611,2,4,.500,9,14,.643,.667,0,0,,3,13,16,0,2,1,3,1,24,21.1,33
43,74,53,2018-02-10,PHI,,LAC,W 112-98,*,34:08,9,23,.391,1,6,.167,8,17,.471,.413,10,13,.769,4,12,16,2,1,3,2,3,29,23.0,0
44,75,54,2018-02-12,PHI,,NYK,W 108-92,*,23:30,6,13,.462,1,2,.500,5,11,.455,.500,4,6,.667,1,5,6,2,1,0,3,3,17,9.9,13
44,,55,2018-02-14,PHI,,MIA,W 104-102,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
45,76,56,2018-02-22,PHI,@,CHI,W 116-115,*,34:32,11,17,.647,3,3,1.000,8,14,.571,.735,5,8,.625,2,11,13,5,3,4,1,2,30,33.5,6
46,77,57,2018-02-24,PHI,,ORL,W 116-105,*,26:57,10,17,.588,1,4,.250,9,13,.692,.618,7,10,.700,3,11,14,1,0,1,0,2,28,24.9,9
47,78,58,2018-02-25,PHI,@,WAS,L 94-109,*,31:45,9,20,.450,2,6,.333,7,14,.500,.500,5,6,.833,2,8,10,4,2,1,5,5,25,16.5,-9
48,79,59,2018-02-27,PHI,@,MIA,L 101-102,*,30:02,9,16,.563,3,6,.500,6,10,.600,.656,2,3,.667,2,6,8,4,1,0,5,5,23,15.0,12
49,80,60,2018-03-01,PHI,@,CLE,W 108-97,*,34:03,7,18,.389,0,1,.000,7,17,.412,.389,3,8,.375,6,8,14,6,0,1,2,1,17,14.3,16
50,81,61,2018-03-02,PHI,,CHO,W 110-99,*,31:38,8,19,.421,1,4,.250,7,15,.467,.447,6,11,.545,1,14,15,4,0,3,4,4,23,15.1,19
51,82,62,2018-03-04,PHI,@,MIL,L 110-118,*,31:13,6,12,.500,0,3,.000,6,9,.667,.500,7,10,.700,0,8,8,2,1,2,7,5,19,9.0,-10
52,83,63,2018-03-06,PHI,@,CHO,W 128-114,*,28:47,8,16,.500,0,3,.000,8,13,.615,.500,2,2,1.000,2,3,5,4,0,1,3,4,18,11.2,-5
53,84,64,2018-03-08,PHI,@,MIA,L 99-108,*,28:20,5,18,.278,3,6,.500,2,12,.167,.361,4,7,.571,1,6,7,3,0,0,1,5,17,6.8,0
54,85,65,2018-03-11,PHI,@,BRK,W 120-97,*,26:28,9,17,.529,1,2,.500,8,15,.533,.559,2,4,.500,3,5,8,3,1,1,2,1,21,16.9,19
55,86,66,2018-03-13,PHI,,IND,L 98-101,*,32:44,11,22,.500,0,5,.000,11,17,.647,.500,7,8,.875,2,10,12,4,0,3,8,4,29,17.3,1
56,87,67,2018-03-15,PHI,@,NYK,W 118-110,*,31:53,11,21,.524,2,5,.400,9,16,.563,.571,5,7,.714,4,6,10,4,0,2,3,3,29,22.5,10
57,88,68,2018-03-16,PHI,,BRK,W 120-116,*,32:38,6,23,.261,1,4,.250,5,19,.263,.283,11,11,1.000,7,12,19,4,1,2,1,4,24,21.4,18
58,89,69,2018-03-19,PHI,,CHO,W 108-94,*,31:06,10,17,.588,4,6,.667,6,11,.545,.706,1,2,.500,4,16,20,2,0,3,9,4,25,17.2,-9
59,90,70,2018-03-21,PHI,,MEM,W 119-105,*,19:33,4,10,.400,0,2,.000,4,8,.500,.400,6,6,1.000,1,6,7,4,1,1,1,2,14,13.8,19
60,91,71,2018-03-22,PHI,@,ORL,W 118-98,*,20:10,6,11,.545,1,4,.250,5,7,.714,.591,4,4,1.000,2,7,9,3,1,1,1,2,17,17.2,24
61,92,72,2018-03-24,PHI,,MIN,W 120-108,*,23:33,6,12,.500,1,3,.333,5,9,.556,.542,6,8,.750,0,6,6,2,0,3,1,2,19,15.7,21
62,93,73,2018-03-26,PHI,,DEN,W 123-104,*,27:07,6,12,.500,0,1,.000,6,11,.545,.500,8,10,.800,1,12,13,2,1,2,4,5,20,15.3,20
63,94,74,2018-03-28,PHI,,NYK,W 118-101,*,08:32,2,6,.333,0,1,.000,2,5,.400,.333,1,2,.500,2,1,3,0,0,0,1,1,5,1.5,7
63,,75,2018-03-30,PHI,@,ATL,W 101-91,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
63,,76,2018-04-01,PHI,@,CHO,W 119-102,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
63,,77,2018-04-03,PHI,,BRK,W 121-95,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
63,,78,2018-04-04,PHI,@,DET,W 115-108,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
63,,79,2018-04-06,PHI,,CLE,W 132-130,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
63,,80,2018-04-08,PHI,,DAL,W 109-97,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
63,,81,2018-04-10,PHI,@,ATL,W 121-113,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
63,,82,2018-04-11,PHI,,MIL,W 130-95,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
