69,69,72,2004-03-27,CLE,,NJN,W 107-104,*,43:48,15,29,.517,1,2,.500,14,27,.519,.534,10,10,1.000,2,4,6,13,3,0,2,1,41,39.0,10
70,70,73,2004-03-29,CLE,@,SAS,L 93-101,*,31:40,9,20,.450,0,1,.000,9,19,.474,.450,0,0,,0,2,2,4,0,1,2,0,18,9.7,-14
71,71,74,2004-03-30,CLE,@,DAL,L 109-126,*,42:05,13,22,.591,0,2,.000,13,20,.650,.591,2,4,.500,1,4,5,6,4,0,3,2,28,23.3,-10
72,72,75,2004-04-02,CLE,@,MIL,L 89-107,*,36:38,9,19,.474,0,0,,9,19,.474,.474,2,2,1.000,0,7,7,7,5,0,5,3,20,16.1,-13
73,73,76,2004-04-03,CLE,,GSW,L 100-103,*,46:15,12,28,.429,3,5,.600,9,23,.391,.482,7,11,.636,3,5,8,10,1,1,3,1,34,26.5,-3
74,74,77,2004-04-06,CLE,,TOR,L 86-87,*,46:00,5,17,.294,0,0,,5,17,.294,.294,11,14,.786,1,5,6,4,3,0,3,2,21,14.1,2
75,75,78,2004-04-07,CLE,@,MEM,L 74-92,*,36:35,4,11,.364,0,0,,4,11,.364,.364,6,7,.857,0,3,3,5,3,0,2,4,14,11.3,-11
76,76,79,2004-04-09,CLE,@,MIA,L 91-106,*,42:13,6,14,.429,1,1,1.000,5,13,.385,.464,11,15,.733,1,6,7,8,1,0,8,2,24,15.3,-16
77,77,80,2004-04-10,CLE,,MIA,W 91-80,*,31:38,4,11,.364,0,2,.000,4,9,.444,.364,2,5,.400,1,2,3,11,0,0,2,3,10,8.5,14
78,78,81,2004-04-12,CLE,,MIL,W 93-89,*,45:18,9,20,.450,1,4,.250,8,16,.500,.475,8,11,.727,1,6,7,9,2,0,1,1,27,24.8,11
79,79,82,2004-04-14,CLE,@,NYK,W 100-90,*,35:05,8,17,.471,0,3,.000,8,14,.571,.471,1,1,1.000,0,1,1,5,3,0,5,1,17,9.7,-6
